0, 3134.000000 
0, 3730.000000 
0, 5379.000000 
0, 3763.000000 
0, 2536.000000 
0, 3791.000000 
0, 2716.000000 
0, 2890.000000 
0, 3116.000000 
0, 3634.000000 
0, 3040.000000 
0, 2799.000000 
0, 7629.000000 
0, 3015.000000 
0, 4890.000000 
0, 2583.000000 
0, 2621.000000 
0, 5955.000000 
0, 3614.000000 
0, 3234.000000 
0, 3289.000000 
0, 4036.000000 
0, 4138.000000 
0, 3759.000000 
0, 2892.000000 
0, 6146.000000 
0, 3585.000000 
0, 3185.000000 
0, 5078.000000 
0, 4134.000000 
0, 3652.000000 
0, 3090.000000 
0, 3481.000000 
0, 6450.000000 
0, 3822.000000 
0, 3823.000000 
0, 3654.000000 
0, 6852.000000 
0, 6227.000000 
0, 3417.000000 
0, 2865.000000 
0, 4920.000000 
0, 5973.000000 
0, 4680.000000 
0, 2524.000000 
0, 3122.000000 
0, 3004.000000 
0, 3359.000000 
0, 3060.000000 
0, 3532.000000 
